S.No.,Property_Name,Price_in_INR,No_of_Bedroom,Property_type,No_of_Bathroom,Carpet_Area(Sq Ft),Garden,Property Status,Parking,Council_Tax
2615,"Acacia Park Drive, Rawdon, Bradford",121911500,6,Detached,5,0,Yes,-,Yes,Band: G
2616,"Creskeld Drive, Bramhope, Leeds",116611000,4,Detached,2,2000,Yes,-,Yes,Band: G
2617,"Bleach Mill Lane, Menston, Ilkley",116611000,4,Detached,1,0,Yes,-,Yes,Band: G
2618,"Clayton,Creskeld Garth, Bramhope, Leeds",116611000,4,Detached,1,2000,Yes,-,Yes,Ask agent
2619,"Harrogate Road, Leeds",116611000,4,Detached,2,0,Yes,-,Yes,Ask agent
2620,"Wetherby Road, Scarcroft, Leeds, West Yorkshire",116611000,4,Detached,3,0,Yes,-,Yes,Band: TBC
2622,"Shaw Lane, Far Headingley, Leeds",116611000,9,Semi-Detached,4,3000,Yes,-,Yes,Band: E
2623,"Creskeld Lane, Bramhope, Leeds, West Yorkshire, LS16",116611000,5,Detached,2,2000,Yes,-,Yes,Band: G
2624,"Otley Road, Leeds, West Yorkshire, LS6",116611000,5,Detached,3531,0,Ask agent,-,Ask agent,Ask agent
2625,"Lincombe Mount, Leeds, LS8",29682800,3,Semi-Detached,1,0,Private garden,-,Driveway,Band: A
2626,"Lakeland Drive, Leeds",116611000,4,Detached,4,3000,Yes,-,Yes,Band: G
2627,"Moorfield House, Church Street, Morley, Leeds",116611000,5,Detached,4,0,Private garden,-,Off street,Band: G
2628,"Upper Langwith, Collingham, LS22",116080950,4,Detached,2,0,Yes,-,Yes,Band: G
2629,"Wetherby Road, Scarcroft, Leeds, West Yorkshire",113960750,4,Link Detached House,3,0,Yes,-,Yes,Band: TBC
2630,"The Squirrels, Leeds Road, Bramhope, Leeds, West Yorkshire",111310500,4,Detached,3,2000,Yes,-,Yes,Band: TBC
2631,"St. Giles Garth, Bramhope, Leeds, West Yorkshire, LS16",108660250,5,Detached,3,3000,Yes,-,Yes,Band: G
2632,"Hollybush Green, Collingham, Wetherby, West Yorkshire, LS22",106010000,5,Detached,3,3000,Yes,-,Yes,Band: G
2633,"High Street, Bramham, LS23",106010000,5,House,3,0,Yes,-,Yes,Band: G
2634,"Highfield, Highfield Drive, Rawdon, Leeds",106010000,6,Semi-Detached,3,3000,Yes,-,Yes,Band: F
2635,"The Old Vicarage, Great North Road, Micklefield, Leeds, West Yorkshire",106010000,6,Detached,3,0,Yes,-,Yes,Band: G
2636,"Bridge Farm Hotel, Wakefield Road, Swillington, Leeds, West Yorkshire",106010000,13,Detached,12,6000,Yes,-,Yes,Band: A
2637,"Leeds Road, Bramhope, Leeds, LS16",106010000,5,Detached,4,3000,Yes,-,Yes,Band: G
2638,"Weetwood Lane, Leeds, West Yorkshire, LS16",106010000,6,Semi-Detached,2,5000,Ask agent,-,Yes,Band: G
2639,"Bracken Chase, Scarcroft, LS14",106009469,5,Detached,4,0,Yes,-,Yes,Band: G
2640,"Manor Farm, Thorner Lane, Scarcroft",106004699,5,Detached,2,2000,Yes,-,Yes,Band: G
2641,"Linton House, Menston",106004699,3,Town House,4,2000,"Back garden,",-,"Driveway,",Ask agent
2642,"Bardsey, Scarsdale Lane, LS17",106004699,5,Detached,3,2000,Yes,-,-,Band: G
2643,"Acacia Park Drive, Apperley Bridge",106004699,6,Detached,4,0,Yes,-,Yes,Band: G
2644,"30 Park Avenue, Roundhay",105903990,5,Detached,5,5000,Yes,-,Yes,Band: F
2645,"Coming Soon - The Residences at Val D'or, LS17",105479950,2,Apartment,2,1000,Ask agent,"TENURE
Share of Freehold",Yes,Band: TBC
2646,"Woodacre Crescent, Bardsey, LS17",105479950,4,Detached,3,0,Yes,-,Yes,Band: G
2647,"Bradford Road, Menston, Ilkley",105479950,6,Detached,2,3000,Yes,-,Yes,Band: G
2648,"The Avenue, Roundhay, Leeds",105479950,5,Detached,3,2000,Yes,-,Yes,Band: E
2649,"Breary Lane East, Bramhope, Leeds",105479950,5,Detached,2,2000,Yes,-,Yes,Band: F
2651,"Highfield Barn, Thorner, Leeds",103359750,4,Barn Conversion,3,2000,Yes,-,Yes,Band: TBC
2652,"The Crescent, Adel, Leeds",103359750,4,Detached,3,0,Yes,-,Yes,Band: F
2653,"Wetherby Road, Scarcroft, Leeds, West Yorkshire",103359750,3,Link Detached House,4,0,Yes,-,Yes,Band: TBC
2654,"Lavandula, 2 Rose Croft, East Keswick, West Yorkshire, LS17",103359750,4,Detached,3,0,Yes,-,Yes,Band: TBC
2655,"10 Shadwell Park Drive, Leeds, LS17 8TT",103359750,5,Detached,2,2000,Yes,-,Yes,Ask agent
2656,"Wetherby Road, Bardsey, LS17",103359750,5,Detached,4,0,Yes,-,Yes,Band: F
2657,"Clapham Avenue, Leeds, LS16",100709500,5,Detached,3,0,Private garden,-,"Garage,",Band: G
2658,"Dean Head, Scotland Lane, Horsforth",100709500,4,Bungalow,2,0,Yes,-,Yes,Band: G
2659,"Ings Walk, Wetherby, LS22",100709500,4,Detached,3,0,Yes,-,Yes,Band: G
2660,"Croft End, Wetherby, LS22",100709500,5,Detached,2,0,Yes,-,Yes,Band: G
2661,"Leeds Road, Bramhope",100709500,4,Detached,4,0,Private garden,-,Driveway,Band: F
2662,"Woodlands Drive, Rawdon, Leeds, West Yorkshire, LS19",100709500,5,House,4,0,Yes,-,Yes,Band: G
2663,"Sandhills, Thorner, Leeds",100709500,4,Detached,4,0,Yes,-,Yes,Band: G
2664,"Main Street South, Aberford, Leeds, West Yorkshire, LS25",100709500,7,Link Detached House,6,4000,Yes,-,Yes,Band: E
2665,"Margaret Avenue, Leeds, LS17",100709500,5,Detached,3,2000,"Patio,",-,"Garage,",Band: TBC
2666,"Plot 1, Oak Lee House, Parkside Grove, Meanwood, LS6 4QG",100709500,5,Detached,4,2000,Private garden,-,"Garage,",Band: TBC
2667,"Spa Crescent, Boston Spa, LS23",100709500,5,Detached,3,0,Yes,-,Yes,Band: G
2668,"Woodlands Park, Scarcroft, Leeds",100709500,5,Detached,3,2000,Yes,-,Yes,Band: G
2669,"Alwoodley Lane, Alwoodley, Leeds, West Yorkshire",100708969,4,Detached,3,2000,Yes,-,Yes,Band: G
2670,"Chevin Avenue, Menston, Ilkley",100179450,6,House,2,0,Yes,-,Yes,Band: G
2671,"Apperley Lane, Rawon, Leeds, West Yorkshire, LS19",98059250,5,Detached,4,0,Yes,-,Yes,Band: G
2672,"Providence Avenue, Leeds, West Yorkshire, LS6",98059250,8,Terraced,8,0,Yes,-,Ask agent,Ask agent
2673,"Gelderd Road, Gildersome, Morley, Leeds, LS27",98059250,5,Semi-Detached,2,0,Yes,-,Yes,Band: E
2674,"Moor Road, Bramhope, Leeds",98059250,6,Detached,2,0,Yes,-,Yes,Band: C
2675,"Foundry Lane, Leeds, LS9",31803000,3,Semi-Detached,1,0,Yes,-,Yes,Band: TBC
2676,"Lidgett Park Road, Roundhay, Leeds",98059250,5,Semi-Detached,2,0,Yes,-,Ask agent,Band: F
2677,"Long Causeway, Leeds, LS16",95409000,5,Detached,3,2000,"Patio,",-,"Garage,",Band: G
2678,"1-6 Blackburn Mews, Commercial Street, Rothwell, Leeds, West Yorkshire",95409000,12,Apartment,12,0,Ask agent,-,Yes,Band: B
2679,"Woodside, Shell Lane, Calverley, Pudsey, West Yorkshire",95408469,5,Detached,3,3000,Yes,-,Yes,Band: F
2680,"Harefield, Stairfoot Lane, Alwoodley, Leeds, West Yorkshire",95403699,4,Detached,2,2000,Yes,-,Yes,Band: F
2681,"Creskeld Crescent, Bramhope, Leeds",95403699,5,Detached,2,2000,Yes,-,Yes,Band: G
2682,"Rawdon Road, Leeds, West Yorkshire, LS18",95403699,4,Detached,2,0,"Back garden,",-,Driveway,Ask agent
2683,"Congreve Way, Bardsey, Leeds",95403699,4,Detached,3,2000,Yes,-,Yes,Band: E
2684,"Breary Lane East, Bramhope, Leeds, LS16 9BJ",95403699,4,Detached,2,2000,Yes,-,"Garage,",Band: G
2685,"Laburnum Lodge, Mawcroft Grange, Rawdon, LS19",94878950,5,Detached,3,2000,"Back garden,",-,"Private,",Ask agent
2686,"Larkfield Road, Rawdon, Leeds, West Yorkshire, LS19",94878950,4,Semi-Detached,2,2000,Yes,-,Yes,Band: G
2687,"Meadow Bank, Leeds Road, Otley, West Yorkshire",94136880,4,Detached,3,0,Yes,-,Yes,Band: D
2688,"Long Causeway, Leeds, LS16",93818850,4,Detached,4,0,Private garden,-,Driveway,Band: E
2689,"Wetherby, Wharfe View, LS22",92758750,4,Detached,2,2000,Yes,-,"Garage,",Band: G
2690,"Stoneleigh Close, Shadwell, Leeds",92758750,5,Detached,3,2000,Yes,-,Yes,Band: G
2691,Wigton Park Close,92758750,5,Detached,3,0,Yes,-,Yes,Ask agent
2692,"Church Drive, East Keswick, LS17",92758750,5,Detached,3,0,Yes,-,Yes,Band: G
2693,"Rose Croft, East Keswick, LS17",92758750,5,Detached,2,0,Yes,-,Yes,Band: G
2694,"Monk Bridge Road, Far Headingley,Leeds",90108500,4,End of Terrace,2,2000,Yes,-,Ask agent,Band: F
2695,"East Keswick, Moor Lane, LS17",90108500,4,Detached,3,2000,Yes,-,Gated,Band: F
2696,"Wigton Grove, Alwoodley, Leeds, West Yorkshire",90108500,4,Detached,2,2000,Yes,-,Yes,Band: G
2697,"Hellwood Lane, Scarcroft, Leeds, West Yorkshire",90108500,4,Detached,3,0,Yes,-,Yes,Band: E
2698,"Brigshaw House, Brigshaw Lane, Allerton Bywater, Castleford, West Yorkshire",90108500,7,Detached,4,0,Yes,-,Yes,Band: G
2699,"Farrer Lane, Oulton, Leeds, LS26",90108500,4,Detached,3,0,Yes,-,Yes,Band: F
2700,"Grove Road, Boston Spa, LS23",137282950,6,Detached,3,0,Yes,-,Yes,Band: G
2701,"Saw Wood Barn, Thorner, Leeds",90108500,4,Barn Conversion,3,1000,Yes,-,Yes,Band: TBC
2702,"Boston Spa, Lonsdale Meadows, LS23",90108500,5,Detached,2,2000,Yes,-,Garage,Band: F
2703,"Emville Avenue , Leeds",90108500,5,Detached,3,0,Private garden,-,Driveway,Band: E
2704,"West End Rise, Horsforth, Leeds, West Yorkshire, LS18",90108500,6,Detached,4,0,Yes,-,Yes,Band: E
2705,"Foxhill Grove, Leeds, LS16",90108500,5,Detached,2,2000,Private garden,-,"Garage,",Band: G
2706,"The Fairway, Alwoodley",90108500,3,Detached Bungalow,2,2000,Yes,-,Yes,Ask agent
2707,"River Haven, Linton Common, Linton LS22 4JD",90108500,4,Semi-Detached,3,0,Yes,-,"Garage,",Band: G
2708,"Pennygate,Micklefield Lane, Rawdon, Leeds",90108500,5,Detached,4,4000,Yes,-,Yes,Band: G
2709,"Pottery Hill, Pottery Hill, Pottery Lane, Woodlesford, Leeds",90108500,5,Detached,3,3000,Yes,-,Yes,Band: TBC
2710,"North Parade, Leeds, LS16 5AY",90108500,5,Semi-Detached,3,4000,Yes,-,"Garage,",Band: G
2711,"Woodacre Crescent, Bardsey, LS17",90108500,4,Detached,2,0,Yes,-,Yes,Band: G
2712,"Ling Lane, Scarcroft, LS14",90108500,4,Detached,3,0,Yes,-,Yes,Band: F
2714,"Millbeck Green, Collingham, LS22",90108500,4,Detached,3,0,Yes,-,Yes,Band: F
2715,"Avon Close, Shadwell, LS17",90108500,5,Detached,2,0,Yes,-,Yes,Band: G
2716,"Milne Court, Old Colton Village",90108500,5,Detached,4,2000,Yes,-,Yes,Band: F
2717,"King Lane, Leeds, West Yorkshire",90108500,4,Detached,1,1000,Yes,-,Yes,Band: G
2718,"The Pinnacles, Back Green, Churwell, Leeds, West Yorkshire",90107969,5,Detached,4,0,Yes,-,Ask agent,Band: TBC
2719,"Whinfield, Adel, Leeds, West Yorkshire",90103199,6,Detached,3,0,Yes,-,Garage,Band: E
2720,"Halstead Drive, Menston, LS29",89043099,4,Detached,2,2000,"Back garden,",-,"Garage,",Ask agent
2721,"Millbeck Green, Collingham, LS22",87988300,4,Detached,2,0,Yes,-,Yes,Band: G
2723,"Plot 75, Elysian Fields, Otley Road, Leeds, LS16 8AF",87987769,5,Detached,3,1000,Yes,-,"Garage,",Ask agent
2724,"Layton Drive, Rawdon, Leeds, West Yorkshire, LS19",87458250,4,Detached,2,0,Yes,-,Yes,Band: E
2725,"Cavendish Mews, Leeds, West Yorkshire",22792150,2,Apartment,1,0,Yes,"TENURE
Leasehold",Yes,Band: D
2726,"Wigton Green, Leeds, West Yorkshire",87458250,4,Detached,2,0,Yes,-,Yes,Band: G
2727,"Cookridge Lane, Leeds, West Yorkshire, LS16",87458250,5,Detached,3,0,Yes,-,Yes,Band: G
2728,"Craven Park, Menston, Ilkley, West Yorkshire, LS29",87458250,5,Detached,3,2000,Yes,-,Yes,Band: G
2729,"Norwood Fold, Menston, Ilkley, West Yorkshire, LS29",87458250,5,Detached,3,2000,Yes,-,Yes,Band: G
2730,"Haigh House Farm, Wakefield Road, Rothwell Haigh, Leeds, West Yorkshire",87458250,4,Detached,1,1000,Yes,-,Yes,Band: D
2731,"Moorway, Guiseley, Leeds, West Yorkshire",87458250,5,Detached,3,0,Yes,-,Yes,Band: G
2732,"Wild Grove Farm, Wild Grove, Pudsey",86398150,5,Farm House,4,4000,Yes,-,Yes,Band: D
2734,"Shadwell Lane, Leeds, LS17",84808000,8,Semi-Detached,5,2000,"Patio,",-,"Residents,",Band: E
2735,"Dunstarn Gardens, LEEDS",84808000,4,Detached,2,0,"Back garden,",-,Off street,Band: G
2736,"Shadwell Park Drive, Leeds, LS17",84808000,4,Detached,2,0,Yes,-,Yes,Ask agent
2737,"Rein Road, Horsforth, Leeds, West Yorkshire, LS18",84808000,4,Detached,4,0,Yes,-,Yes,Band: G
2738,"Red Hall Lane, Leeds",84808000,5,Detached,3,0,Yes,-,Yes,Band: F
2740,"PLOT 30 THE FAIRFAX The Heath, The Heath, Dunstarn Lane, Adel",84808000,5,Detached,3,2000,Yes,-,Yes,Band: TBC
2741,"Milnthorpe Cottage, Wetherby Road, Bramham, Wetherby, West Yorkshire",84808000,4,Detached,3,0,Yes,-,Yes,Band: F
2742,"Stretton Avenue, Meanwood, Leeds",84808000,6,Detached,3,2000,Yes,-,Yes,Band: F
2743,"Church Hill, Thorner, LS14",84807893,5,Detached,4,0,Yes,-,Yes,Band: G
2745,"Bishopdale Drive, Collingham, LS22",84802699,4,Detached,4,0,Yes,-,Yes,Band: F
2746,"Lattimore View, Leeds",84802699,6,Detached,5,0,Yes,-,Yes,Band: G
2747,"Thorner Lane, Scarcroft, Leeds, LS14",84802699,6,Detached,2,0,Yes,-,Ask agent,Band: F
2748,"Beeches End, Boston Spa, Wetherby, LS23 6HL",84802699,4,Detached,2,1000,Yes,-,Yes,Band: G
2749,"Thorp Arch, Nr Wetherby, Walton Place, LS23",84802699,5,Detached,3,2000,Yes,-,Yes,Band: G
2751,"Kirtons Farm Road, Pingewood, Reading, Berkshire, RG30",90108500,3,Detached,2,0,Yes,-,Yes,Band: TBC
2752,"Woodland Edge Houses, Reading, RG2",74207000,4,House,3,1000,Yes,-,Yes,Band: TBC
2753,"Fairhaven Drive, Reading, Berkshire, RG2",63606000,4,End of Terrace,2,0,Yes,-,Yes,Band: E
2754,"Maine Street, Green Park Village, Reading, RG2",63499990,4,Terraced,2,0,Yes,-,Yes,Ask agent
2755,"Green Park Village, Reading, RG2",63340975,3,End of Terrace,2,1000,Ask agent,-,Yes,Band: C
2756,"Longwater Avenue, Reading",63075950,4,End of Terrace,3,0,Ask agent,-,Yes,Band: E
2757,"Bankside Gardens, Reading, Berkshire, RG2",59895650,2,Apartment,2,872000,Yes,"TENURE
Leasehold",Yes,Band: C
2759,"Vermont Street, Reading, RG2",55655250,4,Terraced,2,0,Yes,-,Yes,Band: D
2760,"Maine Street, Reading, Berkshire, RG2",55655250,3,Terraced,2,0,Yes,-,Yes,Band: D
2761,Green Park Village,55649949,4,Semi-Detached,3,0,Yes,-,Yes,Band: D
2762,"Flagstaff Road, Reading",54701160,2,Apartment,2,783000,Yes,"TENURE
Leasehold",Ask agent,Ask agent
2763,"Maine Street, Green Park, Reading",54065100,4,House,2,0,Yes,-,Yes,Band: D
2764,"Maine Street, Reading, Berkshire, RG2",53005000,4,Semi-Detached,2,0,Yes,-,Yes,Band: D
2765,"Sunapee Road, Reading, Berkshire, RG2",53005000,3,Town House,3,0,Yes,-,Ask agent,Band: D
2766,"Bankside Garden, Reading, RG2",49294650,2,Apartment,2,0,Yes,"TENURE
Leasehold",Yes,Ask agent
2767,"Bankside Gardens, Reading, RG2",48711595,2,Apartment,2,623000,Yes,"TENURE
Leasehold",Yes,Band: C
2768,"Southcote / Reading, Berkshire, RG30",47704500,3,Semi-Detached,1,1000,Yes,-,"Garage,",Band: D
2769,"Flagstaff Road, Reading, RG2",47704500,2,Apartment,2,1000,Yes,"TENURE
Leasehold",Off street,Band: C
2770,"Bankside Gardens, Reading, RG2",45637305,2,Apartment,2,642000,Yes,"TENURE
Leasehold",Yes,Band: C
2771,"Longwater Avenue, Green Park, Reading RG2 6BN",45054250,2,Apartment,2,707000,Ask developer,"TENURE
Leasehold",Yes,Ask developer
2772,"Longwater Avenue, Green Park, Reading RG2 6BN",44524200,2,Apartment,2,707000,Ask developer,"TENURE
Leasehold",Yes,Ask developer
2773,"Longwater Avenue, Green Park, Reading RG2 6BN",43994150,2,Apartment,2,707000,Ask developer,"TENURE
Leasehold",Yes,Ask developer
2774,"Longwater Avenue, Green Park, Reading RG2 6BN",43994150,2,Apartment,707,0,Ask developer,"TENURE
Leasehold",Yes,Ask developer
2775,Bartholomew Road Oxford,60955750,4,Semi-Detached,4,0,Yes,-,Yes,Band: C
2776,"Wytham, Oxford, Oxfordshire, OX2",1590150000,27,Detached,18,27000,Yes,-,Ask agent,Band: H
2777,"Charlbury Road, Oxford, OX2",954090000,9,Detached,7,8000,Yes,-,Yes,Band: H
2778,"Boars Hill, Oxford, Oxfordshire, OX1",689065000,6,Detached,5,0,Yes,-,Yes,Band: H
2779,"Hill Top Road, Oxford, OX4",529519950,6,Detached,4,7000,Yes,-,Yes,Band: G
2780,"Chilswell Lane, OXFORD, OX1",477045000,5,Detached,3,3000,Private garden,-,Yes,Band: H
2781,"Hids Copse Road, Oxford, OX2",418739500,7,Detached,7,10000,Yes,-,Yes,Band: H
2782,"Woodstock Road, Oxford, OX2",371035000,6,Detached,4,5000,Yes,-,Yes,Band: G
2783,"Brumcombe Lane, Bayworth & Sunningwell,",370504950,6,Detached,5,7000,Yes,-,Yes,Band: H
2784,"Warnborough Road, Oxford",355133500,5,Semi-Detached,3,2000,Yes,-,Yes,Band: TBC
2785,"Foxcombe Road, Oxford, OX1",318030000,6,Detached,6,0,Private garden,-,"Garage,",Band: A
2786,"Foxcombe Road, Boars Hill, Oxford, Oxfordshire, OX1",318030000,8,Detached,7,0,Yes,-,Yes,Band: G
2787,"Badger Lane, Oxford",318030000,8,Detached,5,0,Private garden,-,Allocated,Band: G
2788,"Boars Hill, Oxford, Oxfordshire, OX1",312729500,5,Detached,5,4000,Yes,-,Yes,Band: G
2789,"Woodstock Road, Oxford, Oxfordshire, OX2",312729500,5,Detached,3,4000,Yes,-,Yes,Band: G
2790,"Cumnor, Oxford, Oxfordshire, OX2",312729500,7,Detached,5,0,Yes,-,Yes,Band: H
2791,"Dunstan Road, Old Headington, Oxford, Oxfordshire, OX3",302128500,10,Detached,6,5000,Yes,-,Yes,Band: G
2792,"Jarn Way, Boars Hill, Oxford",302128500,7,Detached,5,4000,Yes,-,Yes,Band: H
2793,"Lincombe Lane, Boars Hill, Oxford, OX1",275626000,6,Detached,3,3000,Yes,-,Yes,Band: TBC
2794,"Trinity House, Yarnells Hill, Oxford",275095950,5,Detached,4,0,Ask agent,-,Yes,Ask agent
2795,"Yarnells Hill, Oxford, OX2",275095950,5,Detached,4,3000,Yes,-,Yes,Band: E
2796,"Bagley Wood Road, Oxford, OX1",265025000,6,Detached,4,0,Yes,-,Yes,Band: G
2797,"Park Town, Oxford, Oxfordshire, OX2",265025000,4,Terraced,2,2000,Yes,-,Ask agent,Band: G
2799,"Park Town, Oxford, OX2",265025000,4,Terraced,2,2000,Yes,-,Ask agent,Band: G
2800,"Harefields, Oxford, OX2",50354750,3,Terraced,2,1000,Yes,-,"Garage,",Band: D
2801,"St. John Street, Oxford, Oxfordshire",265025000,4,Semi-Detached,4,2000,Yes,-,Ask agent,Band: TBC
2803,"Woodstock Road, Oxford, Oxfordshire, OX2",238522500,5,Detached,3,0,Yes,-,Yes,Band: G
2804,"Lincombe Lane, Boars Hill, OX1",238522500,5,Detached,3,3000,Yes,-,Yes,Band: H
2805,"Polstead Road, Central North Oxford",233222000,5,Semi-Detached,2,0,Private garden,-,Off street,Band: G
2806,"Folly Bridge, Central Oxford, OX1",212020000,3,Semi-Detached,1,2000,Yes,-,Yes,Band: F
2807,"Harcourt Hill, Oxford, OX2",212020000,6,Detached,4,4000,Yes,-,Yes,Band: G
2809,"Worcester Place, Oxford, Oxfordshire, OX1",212020000,5,Semi-Detached,3,1000,Yes,-,Ask agent,Band: F
2810,"Worcester Place, Oxford, OX1",212020000,5,Semi-Detached,3,21000,Yes,-,Ask agent,Band: F
2811,Henley Court Oxford OX2,209899800,4,Detached,4,0,Private garden,-,On street,Band: G
2812,"Abberbury Road, Oxford, Oxfordshire, OX4",206719500,6,Detached,4,3000,Yes,-,Yes,Band: G
2813,"Banbury Road, North Oxford, OX2",206719500,4,Detached,5,3000,Yes,-,Yes,Band: F
2814,"Harcourt Hill, Oxford, Oxfordshire",206719500,6,Detached,6,4000,Yes,-,Yes,Band: G
2816,"Lincombe Lane, Boars Hill, Oxford",206719500,6,Detached,5,8000,Ask agent,-,Ask agent,Band: H
2817,"Banbury Road, Oxford, OX2",201419000,5,Detached,3,0,Yes,-,Yes,Band: G
2818,"Davenant Road, Oxford, OX2",196118500,5,Detached,3,2000,Yes,-,Yes,Band: G
2819,"St. Aldates, Central Oxford, OX1",196118500,3,Link Detached House,2,0,Yes,-,Ask agent,Band: TBC
2820,"Red Copse Lane, Boars Hill, OX1",185517500,4,Detached,2,3000,Private garden,-,Garage,Band: G
2821,"Hinksey Hill, Oxford, Oxfordshire, OX1",185517500,4,Detached,3,2000,Yes,-,Yes,Band: H
2822,"Barracks Lane, East Oxford",185517500,9,Detached,7,0,Ask agent,-,Yes,Band: TBC
2823,"Road through Elsfield, Oxford, OX3",185517500,5,Detached,2,2000,Private garden,-,Yes,Band: C
2824,"Polstead Road, Oxford",185517500,4,Semi-Detached,3,2000,Yes,-,Yes,Band: TBC
2825,"Cowley, Oxford, OX4",55655250,5,Semi-Detached,2,1000,Ask agent,-,Garage,Band: D
2826,"Foxcombe Road, Boars Hill, OX1",185517500,4,Detached,2,2000,Private garden,-,Yes,Band: F
2827,"Church Way, Iffley, Oxford, Oxfordshire, OX4",185517500,4,Detached,2,2000,Yes,-,Yes,Band: G
2828,"Tumbledown, Cumnor, Oxford, OX2",185517500,5,Detached,2,0,Yes,-,Yes,Band: G
2829,"Iffley Road, Oxford Ref AJR/FD",180217000,8,House of Multiple Occupation,8,0,Yes,-,Yes,Exempt
2830,"Blandford Avenue, Oxford, OX2",174916500,5,Semi-Detached,4,2000,Yes,-,Yes,Band: G
2831,"Victoria Road, Oxford, OX2",174916500,5,Detached,2,0,Yes,-,Yes,Band: F
2832,"Leckford Road, Oxford, Oxfordshire, OX2",174916500,5,Terraced,2,0,Yes,-,Ask agent,Band: G
2833,"Woodstock Road, Oxford, OX2",174916500,5,Semi-Detached,4,3000,Yes,-,Yes,Band: G
2834,"London Road, Headington, Oxford",174916500,6,Detached,5,0,Yes,-,Yes,Band: TBC
2836,"Iffley Road, Oxford, OX4",169616000,5,Semi-Detached,3,2000,Yes,-,Yes,Band: G
2837,"Badger Lane, Oxford, Oxfordshire, OX1",169616000,5,Detached,4,3000,Yes,-,Yes,Band: G
2838,"Walton Well Road, Jericho, OX2",169085950,4,Terraced,3,0,Yes,-,Ask agent,Band: G
2840,"William Lucy Way, Jericho, OX2",166965750,5,Terraced,3,2000,Yes,-,Yes,Band: TBC
2841,"The Crescent, Rutherway, Waterside",166965750,5,Town House,3,0,Private garden,-,Off street,Band: G
2842,"Rutherway, North Oxford",166965750,4,Town House,4,0,Private garden,-,Allocated,Band: G
2843,"Harcourt Hill, Oxford, OX2",164315500,6,Detached,4,0,Private garden,-,Yes,Band: G
2844,"Divinity Road, East Oxford",164315500,5,End of Terrace,3,0,Yes,-,Yes,Band: TBC
2845,"Badger Lane, Oxford",159015000,4,Detached,3,0,Private garden,-,Allocated,Band: G
2846,"Beaumont Buildings, Oxford, OX1",159015000,3,Terraced,2,1000,Yes,-,Ask agent,Band: F
2847,"Bedwells Heath, Boars Hill, Oxford, OX1",159015000,5,Detached,2,1000,Yes,-,Yes,Band: G
2848,"Lucerne Road, Oxford, Oxfordshire, OX2",159015000,5,Semi-Detached,3,2000,Yes,-,Yes,Band: G
2849,"Bayswater Road, Headington, Oxford, Oxfordshire, OX3",159015000,5,Detached,3,3000,Yes,-,Yes,Band: G
